Nama_Produk,Harga
LENOVO MONITOR 27 INCH L27M-30 IPS FHD 1080P 4MS 75HZ ERGONOMIC SPEAKER USB-C 3Y,2509000
"All in One PC Desktop Lenovo AIO V100 Intel Core i3 N305 RAM 8 GB SSD 512 GB DOS / WINDOWS 11+OHS 23'8"" Full HD",7049000
Console Sony Playstation 5 Slim 1 TB Disc Version D-Chassis,9599000
"Laptop MSI Crosshair A16 HX AMD Ryzen 9 7945HX GeForce RTX 5060 8GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" QHD+ 240Hz",22299000
"Laptop MSI Crosshair A16 HX AMD Ryzen 9 7945HX GeForce RTX 5070 8 GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" QHD+ 240Hz",24399000
"Laptop Acer Aspire Lite 14 AL14 Core 3 N355 RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 14"" inch WUXGA IPS",6499000
"Laptop AXIOO Pongo 775 Intel Core i7 13620H RTX 5070 8GB RAM 16 GB SSD 512 GB Windows 11 16"" QHD+ 180 Hz",21699000
"Laptop AXIOO Pongo Monster X Intel Core Ultra 275HX GeForce RTX 5090 24GB RAM 32 GB SSD 2 TB Windows 11 18"" UHD+ 240 Hz",72599000
"Laptop Acer Swift Edge 14 AI OLED Touch Screen Intel Core Ultra 7 258V RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 14"" 3K 120Hz",24699000
Tablet Xiaomi Redmi Pad 2 RAM 4 GB ROM 128 GB Garansi Resmi,2029000
"Laptop ASUS Vivobook 14 A1404VAP Intel Core 5 120U RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 14"" Full HD VIPS",8739000
"Laptop Gaming Acer Predator Helios Neo OLED 16S AI Intel Core Ultra 9 275HX GeForce RTX 5060 VRAM 8 GB RAM 16 GB SSD 1 TB Windows 11 + Office Home Student 16"" WQXGA 240 Hz",28799000
"Laptop MSI Katana 15HX Intel Core i9 14900HX NVidia GeForce RTX 5060 8GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 15.6"" QHD 165Hz  2 Year",25299000
"Laptop ASUS Zenbook S16 UM5606WA Touch Screen AMD Ryzen AI 9 HX 370 RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 16"" WQXGA 3K",27999000
"Laptop ASUS Vivobook 14 M1407KA AMD Ryzen AI 5 340 RAM 16 GB SSD 512 GB Windows 11 +Office Home Student 14"" WUXGA",10329000
"Laptop ASUS Expertbook P3 P3405CVA Intel Core I5 13420H RAM 8 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA",10549000
"Laptop Lenovo Ideapad Flex 5 14 AMD Ryzen 5 5625U RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA + PEN",10449000
SAMSUNG SMART TV 32 INCH HD - LS32H5000 GARANSI RESMI,2159000
"Laptop Zyrex D-Tech Pro V1 AMD Ryzen 5 6600H RAm 16 GB SSD 512 GB Windows 11 14"" FHD IPS",6099000
"Laptop Acer Aspire Lite Al14 intel Core i5 13500H RAM 8 / 16 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA",8579000
"Laptop ASUS Zenbook A14 OLED Snapdragon X Elite X1E78100 RAM 32 GB SSD 512 GB WIndows 11 + Office HOme Student 14"" WUXGA",18949000
laptop Lenovo LOQ 15 intel Core i5 13450HX GeForce RTX 5050 8 GB RAM 12 GB SSD 512 GB Windows 11 + Office Home Student 15.6 FHD 144Hz 100Srgb,16399000
Laptop Gaming HP Victus 15 Intel Core I5 13420H Nvidia GeForece RTX 4050 6 GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 15.6 Full HD IPS 144 Hz,13799000
"Laptop ASUS ROG Strix G16 G615LH Intel Core ULTRA 7 255HX GeForce RTX5050 8 GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" WQXGA 240Hz",25139000
"Laptop ASUS ROG Strix G16 G615JHR Intel Core i7 14650HX GeForce RTX5050 8 GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" WQXGA 240Hz",24299000
Laptop ASUS ROG Zephyrus G14 OLED GA403UH AMD Ryzen 9 270 GeForce RTX5050 8GB RAM 32 GB SSD 1 TB Windows 11 + Office Home Student,32599000
"Laptop ASUS GAMING V16 V3607VH Intel Core 7 240H GeForce RTX 5050 8GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" Inch WUXGA 144Hz Refresh Rate",16299000
"Laptop ASUS TUF F16 FX608JHR Intel Core i7 14650HX GeForce RTX5050 8 GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" WUXGA",21249000
"Laptop ASUS TUF F16 FX608JH Intel Core i5 13420HX GeForce RTX5050 8 GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" WUXGA",17599000
"Laptop MSI Katana 15HX Intel Core i7 14650HX NVidia GeForce RTX 5050 8GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 15.6"" QHD 165Hz  2 Year",19999000
Laptop Lenovo Legion 5I Intel core I7 14700HX GeForce RTX 5060 8GB RAM 24 GB SSD 512 GB windows 11 + Office Home Student 15.1 WQXGA 165HZ,24999000
"Laptop Lenovo Legion Pro 5I OLED INtel Core Ultra 7 255HX GeForce RTX5070 8 GB / RAM 32 GB SSD 1 TB windows 11 + Office Home Student 16"" WQXGA 165 Hz",31999000
"Laptop Lenovo Legion Pro 5I OLED INtel Core Ultra 7 255HX GeForce RTX5050 8 GB / RAM 16 GB SSD 1 TB windows 11 + Office Home Student 16"" WQXGA 165 Hz",27499000
"Laptop ASUS Expertbook P3 P3405CVA Intel Core i7 13620H RAM 16 GB SSD 1 TB Windows 11 + Office Home Student 14"" WUXGA",13099000
INFINIX INBOOK AIR I3 1215U 8GB 256GB W11 14.0WUXGA IPS 100SRGB,5049000
LENOVO AIO IDEACENTRE 24 INTEL CORE I7 TOUCH SCREEN 13620H RAM 8GB SSD 1 TB Windows 11+OHS 23.8Full HD IPS GRY,15999000
All In One PC Desktop Hp Pc Aio 24 CR0223D I5 1334 8GB 512SSD W11+OHS 23.8 FHD,9999000
All in One PC Desktop ASUS AIO V440VAK Intel Core i3 1315U RAM 8 GB SSD 512 GB Windows 11 23.8 FHD,7449000
"ASUS All In One PC Desktop AIO P440VAK Intel COre i7 13620H RAM 8 GB SSD 512 GB WIndows 11 + Office Home Student 23.8"" Full HD",13299000
"Laptop Acer Aspire Go 14 AI Intel Core Ultra 5 125H RAM 16 / 32 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA 100Srgb IPS",9349000
"Laptop Acer Aspire Go 14 AI Intel COre Ultra 7 155H RAm 16 / 32 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA 100SRGB",11199000
"Laptop Acer Swift Go 14 AI OLED SFG14 AMD Ryzen 5 Ai 340 RAM 32 GB SSD 512 GB Windows 11 + Office Home Student 14"" 3K",15199000
"Laptop Acer Sqift Go 14 AI OLED SFG 14 AMD Ryzen 7 AI 350 RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 14"" 3K",16999000
"Laptop ASUS GAMING V16 V3607VM Intel Core 7 240H GeForce RTX 5060 6GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" Inch WUXGA 144Hz Refresh Rate",18329000
TCL GOOGLE TV 32 40 43 50 INCH FHD QLED GARANSI RESMI,2290000
"Laptop ASUS TUF F16 FX608JPR Intel Core i7 14650HX RTX5070 VRAM 8GB RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 16"" WUXGA 165Hz 100 Srgb",27699000
"Laptop ASUS TUF F16 FX608JMR Intel Core i7 14650HX RTX5060 VRAM 8GB RAM 16 GB SSD 1 TB Windows 11 + Office Home Student 16"" WUXGA 165Hz 100 Srgb",23899000
"Laptop ASUS TUF A14 FA401KM AMD Ryzen AI 7 350 RTX5060 VRAM 8GB RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 14"" WQXGA 165Hz 100 Srgb",26619000
"Laptop Gaming ASUS ROG Zephyrus G16 GU605CM Intel Core Ultra 9 285H GeForce RTX5060 8 GB RAM 32 GB 1 TB Windows 11 + Office Home Student 16"" WQXGA 240 Hz",38419000
"Laptop ASUS ROG Zephyrus G14 OLED GA403WM AMD Ryzen AI 9 HX370 GeForce RTX 5060 VRAM 8GB RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 14"" WQXGA 120Hz",36249000
"Laptop Gaming Acer Predator Helios 18 AI Intel Core Ultra 9 275HX GeForce RTX 5080 16GB VRAM RAM 64 GB SSD 2 TB Windows 11 + Office Home Student 18"" WQXGA Mini LED 250 Hz",64999000
"Laptop Lenovo Ideapad 5 2 in1 14 Touch Screen Intel Core Ultra 7 255U RAM  16 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA",14899000
"Laptop Lenovo Yoga 7 2 in 1 14 OLED AMD Ryzen AI 5 340 RAM 24 GB SSD 1 TB Windows 11 + Office Home Student 14"" WUXGA + PEN",17399000
XIAOMI GAMING MONITOR 27 INCH G27I IPS FHD 1080P 1MS 165HZ HDR10 DELTA E<2 3 GARANSI RESMI,1935000
"Laptop ASUS TUF FA608UM AMD Ryzen 7 260 GeForce RTX 5060 8GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" WQXGA 165Hz 100Srgb",21899000
"Laptop MSI Crosshair 16HX AI Intel Core Ultra 9 275HX NVidia GeForce RTX 5070 8GB RAM 16 GB SSD 1 TB Windows 11 + OFfice Home Student 16"" QHD+ 240Hz",29799000
"ASUS Expertcenter All In One Desktop EG3408WVAK i7 1355 RAM 16 GB SSD 512 GB Windows 11 23.8"" FHD",14699000
"ASUS Expertcenter All In One Desktop EG3408WVAK i3 1315 RAM 8 GB SSD 512 GB Windows 11 23.8"" FHD",10599000
"ASUS All In One PC Desktop AIO P470VAT Touch Screen Intel Core i5 13420H RAM 16 GB SSD 512 GB WIndows 11 + Office Home Student 27"" Full HD",12649000
"ASUS All In One PC Desktop AIO P440VAT Touch Screen Intel Core i7 13620H RAM 8 GB SSD 512 GB WIndows 11 + Office Home Student 23.8"" Full HD",14949000
"ASUS All In One PC Desktop AIO P440VAT Touch Screen Intel Core i5 13420H RAM 8 GB SSD 512 GB WIndows 11 + Office Home Student 23.8"" Full HD",11349000
"ASUS All In One PC Desktop AIO P440VAK Intel COre i5 13420H RAM 8 GB SSD 512 GB WIndows 11 + Office Home Student 23.8"" Full HD",9749000
"ASUS All In One PC Desktop AIO P440VAK Intel COre i3 1315 RAM 8 GB SSD 512 GB WIndows 11 23.8"" Full HD",7299000
TEAM GROUP SSD NVME GEN4 MP44Q PCIE 4.0 M.2 2250 5 YEAR 1 TB 2 TB 4 TB,2650000
TEAM GROUP SSD NVME GEN3 MP33 PCIE 3.0 M.2 2280 5 YEAR 1 TB 256 GB 2 TB 512 GB UP TO 1800 MBPS,1275000
TEAM ELITE TEAM GROUP RAM SODIMM PENDEK UNTUK LAPTOP DDR5 16 GB 32 GB 8 GB 5600 MHZ,1585000
TEAM ELITE TEAM GROUP RAM SODIMM PENDEK UNTUK LAPTOP DDR4 8 GB 16 GB 32 GB 3200 MHZ,1258000
ADATA SSD NVME GEN 4 LEGEND 860 PCIE 4.0 M.2 2280 UP TO 6000 MB/S,1475000
ADATA SSD NVME GEN 3LEGEND 710 PCIE 3.0 M.2 2280 UP TO 2400 MB/S,1310000
ADATA SSD 2.5 SATA III SU650 3 YEAR WARRANTY UP TO 520 MB/S 1 TB 256 GB 2 TB,1240000
RAM SODIMM UNTUK LAPTOP MERK ADATA DDR5 16 GB 32 GB 8 GB 4800 MHZ 5600 MHZ,1459000
"Laptop Acer Nitro Lite 16 Intel Core i5 13420H GeForce RTX 4050 6GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" WUXGA 180Hz 100Srgb",13499000
"Laptop ASUS GAMING V16 V3607VU Intel Core 7 240H GeForce RTX 4050 6GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 16"" Inch WUXGA 144Hz Refresh Rate",14299000
"Axioo PONGO 760 V2 RTX4060 8GB/i7 13620H 16gb 512ssd DOS 15"" FHD 144HZ IPS RGB 3Y",16699000
"Laptop ASUS TUF A16 FA608PP AMD Ryzen 9 8940HX GeForce RTX 5070 8GB RAM 16 GB SSD 1 TB Windows 11 + Office Home Student 16"" WQXGA 165HZ 100Srgb",26549000
"Laptop Lenovo Ideapad 5 2 in1 14 Touch Screen Intel Core Ultra 5 225U RAM  16 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA",12799000
"PC All In One Desktop ASUS AIO A3202WBAK Intel Celeron 7305 RAM GB SSD 256 GB Windows 11 + 21.5"" Full HD",5049000
Lenovo Ideapad Slim 1 14IGL7 N4500 RAM 8GB 512 SSD W11+Ohs,4349000
"Laptop Asus Vivobook 14 A1404VA Intel Core i3 1315 8gb 256 GB 512 ssd W11 + OHS 14"" FHD",6079000
"Laptop ASUS Expertbook P1403CVA Intel COre I7 13620H RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 14"" Full HD",11249000
"Laptop ASUS Expertbook P1403CVA Intel COre i5 13420H RAM 16 GB SSD 512 GB Windows 11 +Office Home Student 14"" Full HD VIPS",9099000
Laptop ASUS Expertbook P1403CVA Intel Core i5 13420H RAM  8 GB SSD 512 GB WIndows 11 + Office Home Student 14 FUll HD,8499000
"Laptop ASUS Expertbook P1403CVA Intel Core i3 1315 RAM 8 GB SSD 512 GB Windows 11 + Office Home Student 14"" Full HD",6649000
Laptop Lenovo Legion Pro 7i 16 OLED Intel Core Ultra 9 275HX Nvidia GeForce RTX 5090 24 GB RAM 32 GB SSD 1 TB Windows 11 + Office  Home Student,68999000
Laptop Lenovo Legion Pro 7i 16 OLED Intel Core Ultra 9 275HX Nvidia GeForce RTX 5080 16 GB RAM 32 GB SSD 1 TB Windoes 11 + Office  Home Stuedn,55199000
MONITOR XIAOMI A22I 21.45 INCH FHD 16:9 FLAT VA 99% SRGB 75HZ 3Y,1079000
LENOVO L24-4E 24INCH FHD 100HZ FLAT IPS 99SRGB 3Y,1259000
"Laptop MSI Katana 15HX Intel Core i7 14650HX NVidia GeForce RTX 5060 8GB RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 15.6"" QHD 165Hz  2 Year",20999000
"Laptop MSI Crosshair 16HX AI Intel Core Ultra 9 275HX NVidia GeForce RTX 5060 8GB RAM 16 GB SSD 1 TB Windows 11 + OFfice Home Student 16"" QHD+ 240Hz",27999000
LENOVO AIO IDEACENTRE 24 TOUCH SCREEN AMD RYZEN 5 7535HS RAM 8GB SSD 512GB Windows 11+OHS 23.8Full HD IPS GRY,10349000
Laptop Zyrex Lifebook Intel Celeron N4020 RAM 8 GB SSD 384 GB 128 GB Windows 11 Pro 14 Inch,2549000
Laptop Lenovo Ideapad Slim 3 14IAU7 I3 1315U 8GB 512SSD W11+OHS FullHD,6549000
"Laptop Gaming ASUS ROG Zephyrus G16 GU605CP Intel Core Ultra 9 285H GeForce RTX5070 8 GB RAM 32 GB 2 TB Windows 11 + Office Home Student 16"" WQXGA 240 Hz",43649000
"Laptop ASUS ROG Strix G18 G815LM Intel COre Ultra 9 275HX GeForece RTX 5060 12GB RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 18"" WQXGA 240 Hz",34149000
"Laptop ASUS ROG Strix G16 G615LM Intel COre Ultra 9 275HX GeForece RTX 5060 12GB RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 16"" WQXGA 240 Hz",31799000
"Laptop ASUS ROG Strix G16 G614FR AMD Ryzen 9 9955HX3D GeForece RTX 5070Ti 12GB RAM 32 GB SSD 1 TB Windows 11 + Office Home Student 16"" WQXGA 240 Hz",39219000
"Laptop Lenovo Yoga 7 2 in 1 2in1 14 OLED AMD Ryzen 7 8840HS RAM 16 GB SSD 1 TB Windows 11 + Office Home Student 14"" WUXGA",17399000
